Date,Value
1991-Q1,23.493
1991-Q2,23.680
1991-Q3,23.888
1991-Q4,25.750
1992-Q1,27.540
1992-Q2,27.670
1992-Q3,27.503
1992-Q4,29.651
1993-Q1,29.841
1993-Q2,30.077
1993-Q3,30.950
1993-Q4,31.943
1994-Q1,33.629
1994-Q2,34.981
1994-Q3,34.986
1994-Q4,36.654
1995-Q1,35.608
1995-Q2,37.068
1995-Q3,35.850
1995-Q4,35.653
1996-Q1,33.331
1996-Q2,36.984
1996-Q3,36.767
1996-Q4,36.851
1997-Q1,35.387
1997-Q2,36.470
1997-Q3,36.302
1997-Q4,36.202
1998-Q1,36.719
1998-Q2,35.922
1998-Q3,36.102
1998-Q4,35.328
1999-Q1,35.705
1999-Q2,36.106
1999-Q3,36.788
1999-Q4,36.283
2000-Q1,36.040
2000-Q2,35.685
2000-Q3,35.178
2000-Q4,34.238
2001-Q1,33.669
2001-Q2,33.413
2001-Q3,33.120
2001-Q4,32.818
2002-Q1,32.158
2002-Q2,31.051
2002-Q3,30.958
2002-Q4,30.782
2003-Q1,30.450
2003-Q2,30.548
2003-Q3,30.754
2003-Q4,30.734
2004-Q1,30.294
2004-Q2,29.847
2004-Q3,29.284
2004-Q4,29.038
2005-Q1,28.183
2005-Q2,28.493
2005-Q3,28.905
2005-Q4,29.118
2006-Q1,28.743
2006-Q2,30.950
2006-Q3,32.146
2006-Q4,33.188
2007-Q1,33.330
2007-Q2,31.989
2007-Q3,32.399
2007-Q4,32.622
2008-Q1,33.488
2008-Q2,31.759
2008-Q3,31.891
2008-Q4,32.160
2009-Q1,31.577
2009-Q2,31.360
2009-Q3,31.604
2009-Q4,32.241
2010-Q1,31.799
2010-Q2,34.231
2010-Q3,34.035
2010-Q4,33.463
2011-Q1,36.913
2011-Q2,37.731
2011-Q3,37.916
2011-Q4,38.723
2012-Q1,39.902
2012-Q2,40.416
2012-Q3,41.037
2012-Q4,40.453
2013-Q1,39.371
2013-Q2,40.867
2013-Q3,42.525
2013-Q4,42.522
2014-Q1,44.346
2014-Q2,42.983
2014-Q3,43.305
2014-Q4,43.513
2015-Q1,43.275
2015-Q2,43.443
2015-Q3,43.723
2015-Q4,44.518
2016-Q1,46.100
2016-Q2,46.557
2016-Q3,47.023
2016-Q4,47.759
2017-Q1,47.338
2017-Q2,49.325
2017-Q3,49.655
2017-Q4,50.113
2018-Q1,50.623
2018-Q2,52.387
2018-Q3,53.634
2018-Q4,54.596
2019-Q1,54.934
2019-Q2,55.367
2019-Q3,56.164
2019-Q4,56.970
2020-Q1,59.819
2020-Q2,58.825
2020-Q3,57.093
2020-Q4,60.127
2021-Q1,58.650
2021-Q2,62.561
2021-Q3,63.693
2021-Q4,64.850
2022-Q1,67.428
2022-Q2,69.196
2022-Q3,69.690
2022-Q4,69.697
2023-Q1,69.767
2023-Q2,70.595
2023-Q3,69.440
2023-Q4,68.007
2024-Q1,68.499
2024-Q2,67.618
2024-Q3,67.175
2024-Q4,67.714
2025-Q1,68.256
2025-Q2,66.954
