Date,Value
1991-Q1,61.040
1991-Q2,62.976
1991-Q3,63.254
1991-Q4,64.262
1992-Q1,66.105
1992-Q2,66.061
1992-Q3,64.403
1992-Q4,62.785
1993-Q1,61.290
1993-Q2,60.963
1993-Q3,61.290
1993-Q4,59.208
1994-Q1,60.506
1994-Q2,61.269
1994-Q3,62.353
1994-Q4,62.741
1995-Q1,62.168
1995-Q2,62.603
1995-Q3,63.600
1995-Q4,63.244
1996-Q1,60.195
1996-Q2,63.748
1996-Q3,62.865
1996-Q4,63.351
1997-Q1,62.171
1997-Q2,63.011
1997-Q3,63.530
1997-Q4,65.781
1998-Q1,66.717
1998-Q2,66.518
1998-Q3,66.795
1998-Q4,66.999
1999-Q1,67.195
1999-Q2,67.285
1999-Q3,68.549
1999-Q4,68.617
2000-Q1,71.411
2000-Q2,72.639
2000-Q3,74.018
2000-Q4,73.679
2001-Q1,74.400
2001-Q2,72.510
2001-Q3,70.909
2001-Q4,68.817
2002-Q1,65.867
2002-Q2,65.942
2002-Q3,64.759
2002-Q4,64.660
2003-Q1,64.536
2003-Q2,63.186
2003-Q3,63.316
2003-Q4,63.862
2004-Q1,62.712
2004-Q2,65.216
2004-Q3,65.668
2004-Q4,66.088
2005-Q1,65.049
2005-Q2,66.310
2005-Q3,66.912
2005-Q4,70.895
2006-Q1,69.064
2006-Q2,73.632
2006-Q3,73.494
2006-Q4,75.986
2007-Q1,77.551
2007-Q2,78.773
2007-Q3,78.793
2007-Q4,81.234
2008-Q1,81.537
2008-Q2,81.799
2008-Q3,82.384
2008-Q4,80.113
2009-Q1,69.991
2009-Q2,69.814
2009-Q3,69.285
2009-Q4,68.067
2010-Q1,70.082
2010-Q2,75.091
2010-Q3,76.280
2010-Q4,76.363
2011-Q1,79.909
2011-Q2,81.179
2011-Q3,83.032
2011-Q4,82.596
2012-Q1,82.053
2012-Q2,83.275
2012-Q3,82.459
2012-Q4,82.050
2013-Q1,79.747
2013-Q2,82.298
2013-Q3,81.835
2013-Q4,84.735
2014-Q1,86.455
2014-Q2,86.962
2014-Q3,87.078
2014-Q4,88.269
2015-Q1,88.690
2015-Q2,89.475
2015-Q3,90.264
2015-Q4,91.869
2016-Q1,92.916
2016-Q2,92.363
2016-Q3,93.957
2016-Q4,94.074
2017-Q1,96.099
2017-Q2,97.737
2017-Q3,99.433
2017-Q4,101.303
2018-Q1,101.363
2018-Q2,103.270
2018-Q3,104.825
2018-Q4,106.473
2019-Q1,108.297
2019-Q2,107.961
2019-Q3,108.380
2019-Q4,108.457
2020-Q1,101.379
2020-Q2,90.203
2020-Q3,99.788
2020-Q4,103.090
2021-Q1,102.656
2021-Q2,106.108
2021-Q3,105.072
2021-Q4,107.714
2022-Q1,111.679
2022-Q2,117.245
2022-Q3,119.532
2022-Q4,120.495
2023-Q1,123.997
2023-Q2,124.706
2023-Q3,124.985
2023-Q4,123.373
2024-Q1,122.664
2024-Q2,120.300
2024-Q3,121.231
2024-Q4,122.069
2025-Q1,123.513
2025-Q2,123.837
