Date,Value
1991-Q1,7.939
1991-Q2,7.949
1991-Q3,8.170
1991-Q4,8.947
1992-Q1,9.568
1992-Q2,9.336
1992-Q3,9.045
1992-Q4,9.733
1993-Q1,9.517
1993-Q2,9.467
1993-Q3,9.269
1993-Q4,9.313
1994-Q1,9.771
1994-Q2,9.362
1994-Q3,9.128
1994-Q4,9.671
1995-Q1,8.873
1995-Q2,8.768
1995-Q3,8.514
1995-Q4,7.861
1996-Q1,7.571
1996-Q2,8.314
1996-Q3,8.699
1996-Q4,8.461
1997-Q1,7.838
1997-Q2,7.970
1997-Q3,7.777
1997-Q4,7.049
1998-Q1,7.862
1998-Q2,7.666
1998-Q3,7.759
1998-Q4,7.124
1999-Q1,9.313
1999-Q2,9.232
1999-Q3,8.857
1999-Q4,8.916
2000-Q1,9.068
2000-Q2,8.891
2000-Q3,8.906
2000-Q4,9.135
2001-Q1,9.125
2001-Q2,8.982
2001-Q3,8.933
2001-Q4,9.375
2002-Q1,9.772
2002-Q2,8.868
2002-Q3,9.085
2002-Q4,8.967
2003-Q1,8.656
2003-Q2,8.928
2003-Q3,8.882
2003-Q4,8.970
2004-Q1,8.076
2004-Q2,7.793
2004-Q3,7.770
2004-Q4,7.237
2005-Q1,7.571
2005-Q2,7.651
2005-Q3,7.339
2005-Q4,6.928
2006-Q1,7.184
2006-Q2,8.252
2006-Q3,8.419
2006-Q4,7.968
2007-Q1,9.188
2007-Q2,8.386
2007-Q3,8.536
2007-Q4,8.424
2008-Q1,9.604
2008-Q2,9.009
2008-Q3,9.137
2008-Q4,9.458
2009-Q1,9.310
2009-Q2,9.451
2009-Q3,9.710
2009-Q4,9.883
2010-Q1,9.160
2010-Q2,10.270
2010-Q3,10.057
2010-Q4,9.583
2011-Q1,10.170
2011-Q2,10.180
2011-Q3,10.181
2011-Q4,10.142
2012-Q1,9.652
2012-Q2,9.531
2012-Q3,9.782
2012-Q4,9.706
2013-Q1,9.061
2013-Q2,9.936
2013-Q3,10.263
2013-Q4,10.461
2014-Q1,10.341
2014-Q2,9.833
2014-Q3,9.528
2014-Q4,9.975
2015-Q1,10.102
2015-Q2,9.835
2015-Q3,10.008
2015-Q4,10.545
2016-Q1,10.945
2016-Q2,10.373
2016-Q3,10.589
2016-Q4,10.766
2017-Q1,11.018
2017-Q2,11.498
2017-Q3,11.598
2017-Q4,11.731
2018-Q1,11.727
2018-Q2,12.350
2018-Q3,12.996
2018-Q4,12.950
2019-Q1,13.033
2019-Q2,13.138
2019-Q3,13.568
2019-Q4,13.743
2020-Q1,14.697
2020-Q2,14.763
2020-Q3,14.130
2020-Q4,14.432
2021-Q1,13.880
2021-Q2,14.484
2021-Q3,14.865
2021-Q4,15.323
2022-Q1,15.561
2022-Q2,15.984
2022-Q3,16.149
2022-Q4,16.789
2023-Q1,17.435
2023-Q2,17.838
2023-Q3,17.915
2023-Q4,17.445
2024-Q1,19.077
2024-Q2,19.256
2024-Q3,19.566
2024-Q4,19.913
2025-Q1,19.766
2025-Q2,20.155
