Date,Value
1991-Q1,23.176
1991-Q2,23.361
1991-Q3,23.571
1991-Q4,25.436
1992-Q1,27.199
1992-Q2,27.335
1992-Q3,27.175
1992-Q4,29.323
1993-Q1,29.527
1993-Q2,29.770
1993-Q3,30.640
1993-Q4,31.643
1994-Q1,33.383
1994-Q2,34.737
1994-Q3,34.747
1994-Q4,36.415
1995-Q1,35.389
1995-Q2,36.851
1995-Q3,35.645
1995-Q4,35.457
1996-Q1,33.106
1996-Q2,36.742
1996-Q3,36.533
1996-Q4,36.622
1997-Q1,35.146
1997-Q2,36.231
1997-Q3,36.069
1997-Q4,35.973
1998-Q1,36.498
1998-Q2,35.713
1998-Q3,35.896
1998-Q4,35.128
1999-Q1,35.507
1999-Q2,35.912
1999-Q3,36.596
1999-Q4,36.091
2000-Q1,35.844
2000-Q2,35.496
2000-Q3,34.995
2000-Q4,34.059
2001-Q1,33.483
2001-Q2,33.231
2001-Q3,32.942
2001-Q4,32.641
2002-Q1,31.982
2002-Q2,30.882
2002-Q3,30.791
2002-Q4,30.616
2003-Q1,30.288
2003-Q2,30.384
2003-Q3,30.591
2003-Q4,30.572
2004-Q1,30.177
2004-Q2,29.730
2004-Q3,29.171
2004-Q4,28.928
2005-Q1,28.069
2005-Q2,28.375
2005-Q3,28.788
2005-Q4,29.001
2006-Q1,28.630
2006-Q2,30.826
2006-Q3,32.021
2006-Q4,33.060
2007-Q1,33.191
2007-Q2,31.856
2007-Q3,32.268
2007-Q4,32.492
2008-Q1,33.300
2008-Q2,31.579
2008-Q3,31.716
2008-Q4,31.986
2009-Q1,31.408
2009-Q2,31.191
2009-Q3,31.439
2009-Q4,32.076
2010-Q1,31.664
2010-Q2,34.085
2010-Q3,33.895
2010-Q4,33.328
2011-Q1,36.720
2011-Q2,37.538
2011-Q3,37.728
2011-Q4,38.535
2012-Q1,39.752
2012-Q2,40.269
2012-Q3,40.892
2012-Q4,40.313
2013-Q1,39.240
2013-Q2,40.733
2013-Q3,42.390
2013-Q4,42.389
2014-Q1,44.168
2014-Q2,42.816
2014-Q3,43.140
2014-Q4,43.349
2015-Q1,43.114
2015-Q2,43.285
2015-Q3,43.564
2015-Q4,44.360
2016-Q1,45.913
2016-Q2,46.371
2016-Q3,46.837
2016-Q4,47.571
2017-Q1,47.061
2017-Q2,49.041
2017-Q3,49.371
2017-Q4,49.825
2018-Q1,50.409
2018-Q2,52.168
2018-Q3,53.410
2018-Q4,54.367
2019-Q1,54.694
2019-Q2,55.127
2019-Q3,55.919
2019-Q4,56.720
2020-Q1,59.541
2020-Q2,58.554
2020-Q3,56.830
2020-Q4,59.844
2021-Q1,58.362
2021-Q2,62.255
2021-Q3,63.379
2021-Q4,64.526
2022-Q1,67.105
2022-Q2,68.863
2022-Q3,69.351
2022-Q4,69.356
2023-Q1,69.293
2023-Q2,70.110
2023-Q3,68.957
2023-Q4,67.531
2024-Q1,67.967
2024-Q2,67.085
2024-Q3,66.637
2024-Q4,67.173
2025-Q1,67.728
2025-Q2,66.425
