Date,Value
1991-Q1,38.857
1991-Q2,40.136
1991-Q3,39.775
1991-Q4,40.283
1992-Q1,40.466
1992-Q2,39.942
1992-Q3,37.801
1992-Q4,36.223
1993-Q1,34.527
1993-Q2,33.380
1993-Q3,33.248
1993-Q4,32.266
1994-Q1,32.385
1994-Q2,32.411
1994-Q3,32.987
1994-Q4,33.668
1995-Q1,33.033
1995-Q2,32.915
1995-Q3,33.615
1995-Q4,33.800
1996-Q1,33.291
1996-Q2,34.368
1996-Q3,34.243
1996-Q4,34.815
1997-Q1,34.915
1997-Q2,34.940
1997-Q3,35.092
1997-Q4,36.395
1998-Q1,37.949
1998-Q2,38.362
1998-Q3,38.659
1998-Q4,39.155
1999-Q1,40.366
1999-Q2,40.201
1999-Q3,40.778
1999-Q4,41.028
2000-Q1,43.243
2000-Q2,44.887
2000-Q3,46.544
2000-Q4,46.448
2001-Q1,46.094
2001-Q2,44.004
2001-Q3,42.591
2001-Q4,41.395
2002-Q1,39.855
2002-Q2,40.036
2002-Q3,38.911
2002-Q4,38.968
2003-Q1,38.820
2003-Q2,38.045
2003-Q3,38.073
2003-Q4,38.146
2004-Q1,36.874
2004-Q2,39.262
2004-Q3,39.688
2004-Q4,39.326
2005-Q1,39.421
2005-Q2,40.341
2005-Q3,41.399
2005-Q4,43.902
2006-Q1,43.507
2006-Q2,47.274
2006-Q3,45.919
2006-Q4,47.757
2007-Q1,48.249
2007-Q2,49.615
2007-Q3,49.591
2007-Q4,51.198
2008-Q1,50.344
2008-Q2,50.850
2008-Q3,51.007
2008-Q4,49.063
2009-Q1,40.847
2009-Q2,40.430
2009-Q3,40.030
2009-Q4,38.693
2010-Q1,41.833
2010-Q2,44.550
2010-Q3,45.924
2010-Q4,45.868
2011-Q1,47.281
2011-Q2,47.488
2011-Q3,49.642
2011-Q4,48.077
2012-Q1,48.908
2012-Q2,48.389
2012-Q3,47.643
2012-Q4,47.599
2013-Q1,45.883
2013-Q2,47.615
2013-Q3,46.632
2013-Q4,49.791
2014-Q1,49.968
2014-Q2,50.402
2014-Q3,49.996
2014-Q4,50.864
2015-Q1,51.381
2015-Q2,52.059
2015-Q3,52.600
2015-Q4,54.410
2016-Q1,54.657
2016-Q2,53.560
2016-Q3,54.470
2016-Q4,54.337
2017-Q1,55.507
2017-Q2,57.295
2017-Q3,58.133
2017-Q4,58.630
2018-Q1,59.996
2018-Q2,60.194
2018-Q3,60.849
2018-Q4,61.505
2019-Q1,63.033
2019-Q2,63.403
2019-Q3,62.720
2019-Q4,61.427
2020-Q1,57.115
2020-Q2,49.241
2020-Q3,56.899
2020-Q4,58.488
2021-Q1,57.975
2021-Q2,59.532
2021-Q3,57.190
2021-Q4,58.873
2022-Q1,61.716
2022-Q2,64.570
2022-Q3,68.063
2022-Q4,67.869
2023-Q1,68.934
2023-Q2,69.346
2023-Q3,70.227
2023-Q4,68.875
2024-Q1,68.558
2024-Q2,66.716
2024-Q3,66.252
2024-Q4,66.535
2025-Q1,67.172
2025-Q2,66.206
