Date,Value
1991-Q1,6.229
1991-Q2,7.749
1991-Q3,4.204
1991-Q4,4.347
1992-Q1,3.577
1992-Q2,4.289
1992-Q3,0.367
1992-Q4,2.837
1993-Q1,-2.944
1993-Q2,2.504
1993-Q3,2.751
1993-Q4,0.776
1994-Q1,0.453
1994-Q2,1.016
1994-Q3,3.583
1994-Q4,5.562
1995-Q1,5.219
1995-Q2,5.634
1995-Q3,4.746
1995-Q4,3.428
1996-Q1,5.123
1996-Q2,1.624
1996-Q3,-0.081
1996-Q4,3.613
1997-Q1,3.233
1997-Q2,3.251
1997-Q3,4.054
1997-Q4,5.644
1998-Q1,6.062
1998-Q2,7.031
1998-Q3,6.854
1998-Q4,7.118
1999-Q1,6.200
1999-Q2,2.247
1999-Q3,5.940
1999-Q4,5.029
2000-Q1,3.780
2000-Q2,5.141
2000-Q3,7.556
2000-Q4,6.400
2001-Q1,6.576
2001-Q2,9.657
2001-Q3,8.129
2001-Q4,1.947
2002-Q1,-0.929
2002-Q2,2.817
2002-Q3,2.965
2002-Q4,0.701
2003-Q1,3.551
2003-Q2,2.790
2003-Q3,-0.243
2003-Q4,0.903
2004-Q1,-0.238
2004-Q2,-1.432
2004-Q3,3.748
2004-Q4,2.833
2005-Q1,-3.797
2005-Q2,0.031
2005-Q3,-0.150
2005-Q4,4.214
2006-Q1,4.488
2006-Q2,2.260
2006-Q3,4.318
2006-Q4,-1.278
2007-Q1,8.277
2007-Q2,4.704
2007-Q3,7.360
2007-Q4,5.843
2008-Q1,6.156
2008-Q2,3.693
2008-Q3,8.139
2008-Q4,6.538
2009-Q1,-0.503
2009-Q2,-9.063
2009-Q3,-5.597
2009-Q4,-5.939
2010-Q1,2.408
2010-Q2,0.593
2010-Q3,1.690
2010-Q4,5.237
2011-Q1,10.052
2011-Q2,10.158
2011-Q3,8.515
2011-Q4,7.414
2012-Q1,-0.948
2012-Q2,-4.631
2012-Q3,-5.937
2012-Q4,-2.761
2013-Q1,2.308
2013-Q2,2.570
2013-Q3,2.108
2013-Q4,-1.838
2014-Q1,4.021
2014-Q2,5.226
2014-Q3,0.636
2014-Q4,0.193
2015-Q1,0.768
2015-Q2,-4.228
2015-Q3,-1.829
2015-Q4,-2.630
2016-Q1,-0.462
2016-Q2,-3.638
2016-Q3,-3.638
2016-Q4,0.382
2017-Q1,5.545
2017-Q2,1.225
2017-Q3,2.974
2017-Q4,8.227
2018-Q1,4.618
2018-Q2,3.033
2018-Q3,8.784
2018-Q4,10.692
2019-Q1,4.495
2019-Q2,-0.054
2019-Q3,-1.719
2019-Q4,3.757
2020-Q1,11.997
2020-Q2,4.043
2020-Q3,-6.073
2020-Q4,3.641
2021-Q1,16.403
2021-Q2,9.689
2021-Q3,11.405
2021-Q4,19.068
2022-Q1,11.858
2022-Q2,18.461
2022-Q3,19.639
2022-Q4,19.882
2023-Q1,13.264
2023-Q2,8.513
2023-Q3,6.690
2023-Q4,5.713
2024-Q1,6.581
2024-Q2,5.008
2024-Q3,11.007
2024-Q4,21.811
2025-Q1,15.679
2025-Q2,18.534
