Date,Value
1991-Q1,94.609
1991-Q2,96.045
1991-Q3,97.099
1991-Q4,97.431
1992-Q1,98.323
1992-Q2,96.364
1992-Q3,94.958
1992-Q4,95.944
1993-Q1,86.235
1993-Q2,86.615
1993-Q3,87.824
1993-Q4,87.706
1994-Q1,89.492
1994-Q2,93.315
1994-Q3,95.462
1994-Q4,97.650
1995-Q1,98.754
1995-Q2,100.290
1995-Q3,100.884
1995-Q4,101.613
1996-Q1,102.178
1996-Q2,103.451
1996-Q3,103.548
1996-Q4,108.623
1997-Q1,113.183
1997-Q2,114.376
1997-Q3,119.038
1997-Q4,120.529
1998-Q1,124.029
1998-Q2,125.489
1998-Q3,123.941
1998-Q4,121.093
1999-Q1,125.074
1999-Q2,130.024
1999-Q3,134.764
1999-Q4,137.346
2000-Q1,145.296
2000-Q2,151.959
2000-Q3,159.992
2000-Q4,171.512
2001-Q1,162.195
2001-Q2,162.783
2001-Q3,158.868
2001-Q4,154.940
2002-Q1,148.489
2002-Q2,152.044
2002-Q3,150.540
2002-Q4,154.553
2003-Q1,157.485
2003-Q2,153.447
2003-Q3,153.170
2003-Q4,157.434
2004-Q1,159.000
2004-Q2,163.814
2004-Q3,168.306
2004-Q4,169.486
2005-Q1,167.894
2005-Q2,176.260
2005-Q3,183.176
2005-Q4,191.484
2006-Q1,198.337
2006-Q2,202.269
2006-Q3,207.013
2006-Q4,212.638
2007-Q1,214.584
2007-Q2,216.430
2007-Q3,220.540
2007-Q4,221.969
2008-Q1,227.093
2008-Q2,226.970
2008-Q3,234.686
2008-Q4,220.437
2009-Q1,197.227
2009-Q2,185.189
2009-Q3,190.839
2009-Q4,190.650
2010-Q1,206.032
2010-Q2,226.776
2010-Q3,229.258
2010-Q4,233.694
2011-Q1,247.012
2011-Q2,254.306
2011-Q3,253.917
2011-Q4,252.641
2012-Q1,256.690
2012-Q2,257.376
2012-Q3,257.657
2012-Q4,256.034
2013-Q1,255.928
2013-Q2,256.875
2013-Q3,259.708
2013-Q4,259.942
2014-Q1,260.201
2014-Q2,261.515
2014-Q3,263.347
2014-Q4,266.809
2015-Q1,268.214
2015-Q2,271.640
2015-Q3,272.297
2015-Q4,271.575
2016-Q1,270.736
2016-Q2,269.632
2016-Q3,273.053
2016-Q4,281.589
2017-Q1,289.248
2017-Q2,294.983
2017-Q3,293.067
2017-Q4,299.906
2018-Q1,307.540
2018-Q2,309.796
2018-Q3,321.101
2018-Q4,323.549
2019-Q1,326.642
2019-Q2,322.651
2019-Q3,325.697
2019-Q4,328.777
2020-Q1,321.569
2020-Q2,254.888
2020-Q3,285.713
2020-Q4,300.320
2021-Q1,317.722
2021-Q2,329.300
2021-Q3,342.714
2021-Q4,380.641
2022-Q1,401.516
2022-Q2,425.383
2022-Q3,450.362
2022-Q4,438.633
2023-Q1,422.799
2023-Q2,414.111
2023-Q3,404.683
2023-Q4,404.037
2024-Q1,400.237
2024-Q2,408.442
2024-Q3,410.098
2024-Q4,414.119
2025-Q1,425.516
2025-Q2,425.707
